adj,freq,class,subjectivity,best performing,difference lex-sub,input_score,lexical_score,sub_score,p2exp_d,age,input strings,output strings
east,2,location,0.202222222,sub,-0.21186783286704536,0.69444444444444453,0.5909538216262139,0.80282165449325926,"[0.16666666666666666, 0.23126479095450961, 0.10399684459637129]",4,"south east ,north east ,","english east ,english east ,"
smart,15,human,0.596666667,lexical,0.34176165031168126,3.0517578125e-05,0.39528472464603981,0.053523074334358552,"[0.96875, 0.26610035559067563, 0.62313973396549449]",4,"smart little ,smart new ,smart wooden ,smart new ,smart new ,smart new ,smart new ,smart new ,smart new ,smart green ,smart new ,smart new ,smart new ,smart new ,smart blue ,","pretty smart ,good smart ,nice smart ,"
brown,190,color,0.29875,lexical,0.10142878220612997,0.18022015526355389,0.28089508492733944,0.17946630272120948,"[0.013089005235602094, 0.11344028039902938, 0.15435427338905366]",4,"thick brown ,strong brown ,little brown ,light brown ,light brown ,wide brown ,nice brown ,old brown ,big brown ,pale brown ,big brown ,big brown ,dirty brown ,little brown ,old brown ,little brown ,dark brown ,dark brown ,dark brown ,short brown ,dark brown ,dry brown ,brown wooden ,long brown ,dark brown ,plain brown ,soft brown ,golden brown ,big brown ,beautiful brown ,old brown ,sharp brown ,small brown ,little brown ,old brown ,comfortable brown ,soft brown ,dark brown ,dark brown ,long brown ,bright brown ,thick brown ,dark brown ,dirty brown ,huge brown ,big brown ,small brown ,large brown ,shiny brown ,long brown ,large brown ,thin brown ,soft brown ,dark brown ,dark brown ,full brown ,full brown ,hot brown ,beautiful brown ,poor brown ,hard brown ,soft brown ,dark brown ,wild brown ,soft brown ,big brown ,huge brown ,large brown ,long brown ,long brown ,short brown ,plain brown ,plain brown ,dark brown ,big brown ,big brown ,pale brown ,pale brown ,dark brown ,pale brown ,wide brown ,dark brown ,dark brown ,deep brown ,large brown ,soft brown ,flat brown ,thick brown ,yellow brown ,shiny brown ,large brown ,old brown ,dark brown ,thick brown ,light brown ,wild brown ,wild brown ,best brown ,wild brown ,wild brown ,wild brown ,wild brown ,excellent brown ,wild brown ,wild brown ,wild brown ,wild brown ,good brown ,thick brown ,dark brown ,long brown ,solid brown ,deep brown ,awful brown ,old brown ,big brown ,big brown ,dark brown ,dark brown ,large brown ,little brown ,small brown ,large brown ,dry brown ,dark brown ,large brown ,perfect brown ,thick brown ,dark brown ,short brown ,wide brown ,wild brown ,plain brown ,small brown ,short brown ,open brown ,brown soft ,dark brown ,expensive brown ,large brown ,fresh brown ,neat brown ,solid brown ,small brown ,soft brown ,thick brown ,dark brown ,horrid brown ,big brown ,wild brown ,pale brown ,pale brown ,dark brown ,dark brown ,dark brown ,dark brown ,large brown ,little brown ,little brown ,large brown ,rough brown ,heavy brown ,small brown ,long brown ,dirty brown ,plain brown ,warm brown ,dark brown ,nice brown ,big brown ,wild brown ,deep brown ,dark brown ,dark brown ,fine brown ,little brown ,horrid brown ,long brown ,pale brown ,large brown ,dark brown ,dark brown ,long brown ,young brown ,great brown ,thick brown ,hot brown ,strong brown ,enormous brown ,soft brown ,","short brown ,small brown ,small brown ,small brown ,big brown ,big brown ,little brown ,awful brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,brown little ,big brown ,big brown ,"
good,269,value,0.78125,input,-3.7129022269372684e-12,6.5882599371441736e-11,1.7862628561654597e-12,5.4991650831027283e-12,"[0.8611111111111112, 0.88336285597492847, 0.8768905845483036]",4,"good old ,old good ,good red ,good old ,good practical ,good old ,good mexican ,good old ,good short ,good high ,good long ,good solid ,good healthy ,good dry ,good rough ,good black ,good clever ,good regular ,good old ,good old ,good old ,good hard ,good hard ,good nice ,good old ,good little ,good early ,black good ,speedy good ,good early ,good brave ,good old ,good old ,good short ,good solid ,good old ,good strong ,good old ,good old ,okay good ,current good ,good local ,good old ,good old ,good old ,good mean ,good old ,good hot ,good basic ,good heavy ,side good ,good old ,good old ,good long ,good old ,good long ,good long ,good old ,good old ,good old ,good solid ,good solid ,good little ,good old ,good little ,good short ,good strong ,good old ,good big ,good old ,good old ,good long ,good nice ,good old ,good hot ,good big ,good old ,good old ,good old ,good little ,good little ,nice good ,good little ,good old ,good easy ,good old ,good top ,good old ,good old ,good old ,good old ,good old ,good high ,good old ,good old ,good old ,good little ,good long ,good basic ,good old ,good old ,good old ,good old ,good new ,good clean ,good old ,good old ,good old ,good old ,good old ,good old ,good clear ,good young ,good old ,good old ,good old ,good old ,good old ,good long ,good red ,enormous good ,necessary good ,good old ,good old ,good old ,solid good ,good small ,past good ,great good ,back good ,high good ,good old ,good old ,good old ,good old ,good long ,good old ,good old ,good long ,good old ,little good ,little good ,good old ,good old ,little good ,good hard ,good old ,good fresh ,sweet good ,good old ,good fresh ,good old ,good old ,good green ,good old ,great good ,high good ,future good ,good old ,good old ,good long ,good old ,good long ,good old ,good old ,good old ,good old ,good new ,good old ,good old ,good old ,great good ,good old ,good long ,good hard ,good new ,good new ,good new ,good old ,good short ,good green ,good brown ,good old ,good old ,good old ,good old ,good old ,good old ,good smooth ,practical good ,good old ,good old ,good old ,good old ,good old ,good old ,good old ,good old ,practical good ,good old ,good old ,good old ,good old ,good old ,good old ,good old ,good small ,recent good ,loud good ,good old ,quick good ,good old ,good new ,good new ,good hard ,good long ,basic good ,good old ,good old ,good green ,big good ,good long ,good old ,good old ,good long ,good old ,good old ,fine good ,good old ,good old ,good old ,pure good ,good old ,great good ,good old ,good short ,good old ,current good ,good old ,perfect good ,good new ,good old ,good old ,good old ,good old ,good big ,good old ,good old ,good old ,good old ,good old ,brilliant good ,delicate good ,good old ,good long ,good old ,high good ,good old ,good old ,good old ,good hard ,good smooth ,good old ,good old ,good old ,good long ,good old ,good new ,good old ,","good big ,pretty good ,pretty good ,pretty good ,pretty good ,pretty good ,pretty good ,pretty good ,pretty good ,pretty good ,pretty good ,pretty good ,pretty good ,good hot ,good hot ,good hot ,good hot ,good hot ,good hot ,pretty good ,pretty good ,pretty good ,pretty good ,good little ,good little ,good little ,good little ,good little ,good smart ,pretty good ,pretty good ,good little ,pretty good ,pretty good ,pretty good ,good little ,pretty good ,good sad ,pretty good ,"
far,1,location,0.609473684,sub,-0.40042066517681085,0.25,0.23130011831208097,0.63172078348889182,"[0.25, 0.23130011831208097, 0.63172078348889182]",4,"speedy far ,","far side ,"
big,421,dimension,0.691666667,lexical,0.00065803171170410873,5.5429083911838501e-08,0.018842581512486776,0.018184549800782667,"[0.49170616113744076, 0.64373173786002502, 0.76694030889105325]",4,"big sad ,big fat ,great big ,big tall ,big old ,big long ,big old ,big long ,big bad ,big bad ,great big ,great big ,big local ,big open ,great big ,great big ,big green ,big green ,great big ,big green ,big blue ,new big ,big green ,great big ,big solid ,great big ,great big ,great big ,big white ,great big ,big cold ,great big ,great big ,great big ,great big ,great big ,big american ,big black ,big black ,big thick ,big heavy ,big white ,big white ,great big ,big red ,big deep ,big long ,great big ,big old ,big old ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,big old ,big healthy ,big black ,great big ,big long ,big long ,great big ,new big ,big important ,nice big ,big international ,great big ,great big ,great big ,big heavy ,big bad ,great big ,big open ,big thick ,huge big ,big back ,big new ,massive big ,great big ,big long ,big regional ,big open ,massive big ,massive big ,great big ,big third ,big thick ,great big ,big top ,big red ,big white ,big wooden ,massive big ,big shiny ,big bright ,nice big ,great big ,great big ,big international ,big positive ,big negative ,great big ,great big ,great big ,big heavy ,big wooden ,big wide ,great big ,big thick ,nice big ,big fat ,great big ,big new ,big brown ,big back ,great big ,great big ,big heavy ,big red ,big thick ,great big ,nice big ,big steep ,great big ,great big ,big yellow ,big old ,big deep ,big massive ,great big ,great big ,great big ,great big ,big wide ,big international ,big cold ,big central ,great big ,big fine ,great big ,nice big ,great big ,big long ,great big ,great big ,great big ,nice big ,great big ,beautiful big ,great big ,big black ,great big ,little big ,great big ,great big ,great big ,great big ,great big ,big brown ,great big ,nice big ,little big ,big old ,great big ,great big ,big white ,big old ,big happy ,huge big ,great big ,great big ,big brown ,big huge ,big green ,big new ,big gigantic ,new big ,big fat ,great big ,big thick ,nice big ,great big ,great big ,great big ,big posh ,big fat ,great big ,great big ,big golden ,great big ,good big ,great big ,big new ,great big ,nice big ,great big ,big large ,big long ,big black ,big blue ,great big ,big black ,big white ,huge big ,good big ,big old ,nice big ,great big ,great big ,great big ,big open ,great big ,great big ,great big ,great big ,great big ,big thick ,big white ,big new ,big old ,big old ,great big ,great big ,big fat ,big old ,great big ,great big ,big posh ,big massive ,great big ,great big ,big posh ,big purple ,great big ,great big ,great big ,nice big ,great big ,great big ,nice big ,big old ,big fat ,big red ,big wide ,great big ,great big ,big black ,big long ,great big ,big black ,nice big ,great big ,great big ,nice big ,big fat ,big large ,big thick ,big heavy ,big long ,nice big ,great big ,big long ,big yellow ,big heavy ,nice big ,nice big ,beautiful big ,big fluffy ,big fat ,pretty big ,big golden ,big green ,big fat ,big long ,great big ,great big ,big dirty ,big long ,great big ,big huge ,great big ,massive big ,great big ,great big ,nice big ,big blonde ,big fat ,third big ,big long ,great big ,big new ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,big old ,big white ,big blue ,big old ,big bad ,big brown ,big new ,big new ,big old ,horrible big ,big bad ,big bad ,big old ,odd big ,odd big ,odd big ,great big ,big old ,big blue ,third big ,big new ,great big ,big old ,big brown ,big wooden ,big yellow ,nice big ,nice big ,nice big ,big wooden ,big brown ,big soft ,big soft ,big soft ,big bad ,new big ,great big ,big blue ,big new ,little big ,comfortable big ,big brown ,big brown ,great big ,great big ,new big ,big red ,great big ,big brown ,big new ,great big ,big brown ,excellent big ,nice big ,nice big ,great big ,big old ,big old ,big red ,big new ,live big ,new big ,big green ,big good ,great big ,big wooden ,big wooden ,big yellow ,big bad ,new big ,great big ,big wooden ,big blue ,live big ,nice big ,recent big ,big brown ,new big ,big old ,great big ,big bad ,big plastic ,nice big ,good big ,big blue ,old big ,mean big ,big brown ,big soft ,future big ,major big ,great big ,big wooden ,big yellow ,big yellow ,big green ,big bad ,big soft ,big bad ,great big ,big red ,big blue ,fine big ,great big ,great big ,great big ,big old ,great big ,old big ,great big ,great big ,great big ,great big ,great big ,big bad ,","good big ,big wide ,big round ,big wide ,great big ,great big ,great big ,great big ,big happy ,big fat ,great big ,great big ,great big ,pretty big ,big old ,great big ,big long ,big loud ,big loud ,big blue ,big blue ,great big ,big yellow ,big long ,great big ,big fun ,big fun ,big bright ,big red ,big front ,big strong ,big old ,great big ,great big ,big fat ,big old ,big long ,big red ,big fat ,big bright ,big red ,big fantastic ,great big ,great big ,big french ,big red ,great big ,great big ,big enormous ,big enormous ,big enormous ,great big ,big hollow ,big beautiful ,big long ,big old ,big bad ,big round ,big beautiful ,big long ,great big ,big brown ,big huge ,big strong ,big strong ,great big ,big brown ,pretty big ,big tall ,big tall ,pretty big ,big huge ,great big ,big beautiful ,big brown ,big brown ,big brown ,big brown ,big blue ,big huge ,big fat ,pretty big ,pretty big ,big brown ,big brown ,great big ,big green ,big beautiful ,great big ,big beautiful ,big long ,pretty big ,great big ,big blue ,big brown ,big brown ,big huge ,big bad ,big long ,beautiful big ,big yucky ,big heavy ,great big ,big long ,big sharp ,big yellow ,big orange ,big orange ,big special ,big green ,big dead ,big hard ,big flat ,nice big ,nice big ,nice big ,big red ,big heavy ,big fluffy ,beautiful big ,big tall ,big old ,big fluffy ,big white ,great big ,big purple ,big fluffy ,big fluffy ,big fluffy ,big fluffy ,big blue ,big blue ,big yellow ,big red ,great big ,great big ,pretty big ,pretty big ,big wooden ,little big ,big long ,pretty big ,big long ,big long ,big red ,big red ,big long ,"
fat,27,dimension,0.619375,input,0.0027647917465800018,0.23523737261167219,0.017504757467470617,0.014739965720890615,"[0.30357142857142855, 0.636261706898826, 0.6515631183221211]",4,"big fat ,deep fat ,big fat ,little fat ,deep fat ,deep fat ,deep fat ,big fat ,big fat ,deep fat ,big fat ,deep fat ,deep fat ,big fat ,big fat ,fat old ,big fat ,sick fat ,big fat ,big fat ,fat old ,fat old ,fat green ,fat old ,fat soft ,fat soft ,fat old ,","big fat ,big fat ,big fat ,big fat ,"
dark,96,color,0.315,lexical,0.22686066108867106,4.6247201353169598e-10,0.41430839154600219,0.18744773045733112,"[0.9536082474226805, 0.11827742279020234, 0.21272630457933972]",4,"dark green ,short dark ,small dark ,dark blue ,deep dark ,dark brown ,dark solid ,dark solid ,dark red ,dark cold ,great dark ,dark brown ,dark brown ,dark red ,dark green ,dark green ,dark brown ,dark brown ,dark yellow ,dark green ,dark green ,dark brown ,dark blue ,dark red ,dark brown ,dark brown ,dark blue ,dark brown ,dark red ,dark brown ,dark red ,dark brown ,dark soft ,dark red ,dark brown ,dark green ,dark blue ,dark green ,dark blue ,dark brown ,dark purple ,dark brown ,dark brown ,dark blue ,dark purple ,dark blue ,dark green ,dark brown ,dark blue ,dark brown ,dark green ,dark blue ,dark red ,dark red ,dark brown ,dark brown ,dark blue ,dark brown ,dark blue ,dark brown ,dark red ,dark red ,dark brown ,dark green ,dark green ,dark brown ,dark purple ,dark green ,dark purple ,dark green ,dark green ,dark purple ,dark blue ,dark brown ,dark red ,dark brown ,dark red ,dark brown ,dark brown ,dark green ,dark red ,dark blue ,dark brown ,dark green ,dark brown ,dark brown ,dark green ,dark blue ,dark blue ,dark blue ,dark blue ,dark brown ,dark brown ,dark red ,dark red ,dark short ,","long dark ,small dark ,small dark ,small dark ,small dark ,small dark ,small dark ,"
front,6,location,0.254,sub,-0.18774950148188035,0.48505830903790087,0.45453774253596618,0.64228724401784654,"[0.21428571428571427, 0.23112338858195211, 0.13720073664825047]",4,"new front ,new front ,full front ,front south ,weeny front ,new front ,","big front ,small front ,small front ,"
nasty,4,value,0.757142857,input,0.025974023784098854,0.81000000000000005,0.75690457654558185,0.730930552761483,"[0.9, 0.87000263019463442, 0.85494476591267754]",4,"nasty little ,nasty little ,nasty old ,nasty old ,","nasty old ,nasty little ,"
silver,2,color,0.251111111,lexical,0.025044395767101713,0.69444444444444453,0.76913776310673809,0.74409336733963638,"[0.16666666666666666, 0.12299500394425454, 0.13739153300026294]",4,"little silver ,little silver ,","huge silver ,tiny silver ,"
cool,1,physical,0.678125,lexical,0.209901340263421,0.032958984375,0.25185202647071997,0.041950686207298978,"[0.75, 0.48093860917575915, 0.73103720257657423]",4,"cool green ,","pretty cool ,cool black ,nice cool ,nice cool ,cool alright ,nice cool ,"
wooden,175,material,0.255454545,input,0.21973245761603322,0.98302718233471076,0.97845712654464545,0.75872466892861223,"[0.008522727272727272, 0.01083008206646038, 0.12895197094040092]",4,"old wooden ,thick wooden ,old wooden ,old wooden ,long wooden ,old wooden ,old wooden ,little wooden ,big wooden ,big wooden ,wooden old ,little wooden ,proper wooden ,old wooden ,nice wooden ,old wooden ,mean wooden ,solid wooden ,simple wooden ,tiny wooden ,brown wooden ,small wooden ,smart wooden ,small wooden ,small wooden ,hard wooden ,short wooden ,hot wooden ,long wooden ,small wooden ,rotten wooden ,simple wooden ,small wooden ,solid wooden ,grand wooden ,black wooden ,green wooden ,long wooden ,large wooden ,little wooden ,long wooden ,thick wooden ,low wooden ,black wooden ,long wooden ,large wooden ,big wooden ,ancient wooden ,old wooden ,big wooden ,new wooden ,small wooden ,small wooden ,old wooden ,heavy wooden ,hard wooden ,large wooden ,thick wooden ,simple wooden ,heavy wooden ,long wooden ,old wooden ,old wooden ,plain wooden ,rough wooden ,green wooden ,great wooden ,huge wooden ,simple wooden ,simple wooden ,small wooden ,old wooden ,short wooden ,long wooden ,little wooden ,little wooden ,light wooden ,bright wooden ,heavy wooden ,white wooden ,tall wooden ,long wooden ,huge wooden ,large wooden ,old wooden ,long wooden ,small wooden ,tall wooden ,tall wooden ,long wooden ,plain wooden ,old wooden ,tiny wooden ,black wooden ,long wooden ,small wooden ,tiny wooden ,large wooden ,small wooden ,large wooden ,massive wooden ,huge wooden ,little wooden ,high wooden ,old wooden ,short wooden ,large wooden ,large wooden ,low wooden ,tiny wooden ,tiny wooden ,big wooden ,big wooden ,narrow wooden ,hollow wooden ,big wooden ,great wooden ,flat wooden ,flat wooden ,heavy wooden ,heavy wooden ,small wooden ,old wooden ,long wooden ,wide wooden ,solid wooden ,small wooden ,large wooden ,central wooden ,large wooden ,tall wooden ,new wooden ,large wooden ,low wooden ,long wooden ,black wooden ,little wooden ,old wooden ,long wooden ,long wooden ,high wooden ,large wooden ,long wooden ,little wooden ,tiny wooden ,flat wooden ,new wooden ,short wooden ,little wooden ,small wooden ,small wooden ,small wooden ,little wooden ,black wooden ,narrow wooden ,little wooden ,big wooden ,small wooden ,flat wooden ,outer wooden ,outer wooden ,outer wooden ,outer wooden ,inner wooden ,outer wooden ,little wooden ,rough wooden ,hard wooden ,old wooden ,old wooden ,old wooden ,old wooden ,major wooden ,simple wooden ,innocent wooden ,","little wooden ,big wooden ,"
large,77,dimension,0.548181818,input,0.078126410158438159,0.83671626081019568,0.25867744018593719,0.18055103002749903,"[0.9423076923076923, 0.63716637896693662, 0.56519718496879567]",4,"huge large ,large high ,large green ,large flat ,large open ,large comfortable ,large long ,awful large ,large open ,large negative ,large special ,large regional ,large strong ,big large ,big large ,large new ,large old ,large blue ,large red ,large red ,large new ,large old ,large wooden ,large brown ,large wooden ,large brown ,large brown ,large red ,large old ,large wooden ,large new ,large red ,large old ,large new ,large new ,large brown ,large new ,large brown ,large new ,large yellow ,large wooden ,large brown ,large new ,large new ,large brown ,large wooden ,large soft ,large old ,large wooden ,large red ,large brown ,large blue ,large wooden ,large new ,large wooden ,large brown ,large yellow ,large wooden ,large blue ,large wooden ,large plastic ,large smooth ,large brown ,large wooden ,large red ,large brown ,large wooden ,large red ,large yellow ,large square ,large new ,large new ,large brown ,large new ,large yellow ,large red ,large red ,","large heavy ,large long ,large long ,"
bad,65,value,0.71625,input,-0.00015201281859665369,0.0015697536278122099,4.1968979399220282e-06,0.00015620971653657571,"[0.6590909090909091, 0.87299482964337793, 0.76793053161871938]",4,"big bad ,big bad ,bad solid ,bad old ,bad little ,big bad ,bad old ,bad side ,bad old ,bad old ,bad old ,bad little ,bad little ,bad old ,bad old ,bad old ,bad old ,bad old ,bad little ,rotten bad ,bad old ,big bad ,bad old ,bad old ,big bad ,mad bad ,big bad ,third bad ,bad old ,bad old ,bad old ,big bad ,bad old ,bad old ,huge bad ,future bad ,bad old ,bad old ,bad old ,recent bad ,bad old ,bad old ,bad old ,bad old ,simple bad ,bad small ,bad old ,mad bad ,big bad ,recent bad ,bad old ,bad old ,bad old ,big bad ,bad old ,bad old ,bad old ,big bad ,big bad ,bad long ,bad old ,bad old ,bad old ,big bad ,recent bad ,","pretty bad ,big bad ,awful bad ,awful bad ,pretty bad ,big bad ,"
small,135,dimension,0.513,input,0.10671950992275486,0.17277702055349384,0.10947263497113126,0.0027531250483763901,"[0.7022058823529411, 0.63823096480663721, 0.44065301752977387]",4,"little small ,little small ,small little ,small little ,small little ,little small ,small basic ,small little ,small little ,small hard ,small local ,small new ,small black ,small local ,small red ,small local ,small young ,small side ,small dark ,little small ,small little ,nice small ,small local ,small little ,small local ,small black ,small local ,small hard ,small yellow ,small wooden ,new small ,small blue ,best small ,new small ,small new ,small wooden ,small wooden ,good small ,small new ,small wooden ,small blue ,small blue ,small green ,odd small ,small brown ,small green ,small wooden ,small square ,small yellow ,small red ,small green ,perfect small ,new small ,small hard ,little small ,small brown ,beautiful small ,comfortable small ,small wooden ,small wooden ,best small ,small square ,past small ,small square ,small wooden ,small new ,small blue ,narrow small ,small blue ,small short ,small red ,beautiful small ,beautiful small ,bad small ,small wooden ,small square ,small brown ,small yellow ,small wooden ,new small ,local small ,small wooden ,good small ,small round ,local small ,best small ,new small ,small brown ,small wooden ,small red ,special small ,small blue ,small soft ,neat small ,best small ,small red ,small red ,small green ,small brown ,small wooden ,normal small ,small old ,small red ,small red ,small red ,small plastic ,small red ,new small ,small red ,small brown ,best small ,small old ,small plastic ,ugly small ,final small ,small wooden ,small blue ,small wooden ,small wooden ,small blue ,small wooden ,small green ,small green ,small green ,small green ,small hard ,excellent small ,small square ,new small ,easy small ,stupid small ,expensive small ,small red ,small red ,small red ,","small little ,little small ,little small ,little small ,little small ,small little ,small brown ,small brown ,small brown ,small dark ,small dark ,small dark ,small dark ,small dark ,small dark ,small black ,small black ,pretty small ,small front ,small front ,small little ,small little ,pretty small ,"
